LGA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
LGA14000,1229,5479,4171,26157,324,37361,6,6,9,86,0,102,18807,235,539,331,170,20080,305,63,43,106,6,522,1017,316,149,374,10,1857,10791,4646,3339,24098,420,43297,2148,46,153,19,22,2379,447,88,56,317,5,914,1425,420,303,2037,39,4230,504,114,80,322,12,1021,363,64,26,67,4,526,7641,113,91,50,28,7921,2251,1148,844,9525,121,13895,1972,566,255,1607,44,4438,3503,17,70,19,11,3618,1260,178,160,458,18,2079,45,3,13,9,0,72,292,105,61,175,5,645,174,42,18,12,3,253,706,286,225,119,0,1344,763,95,80,168,11,1113,784,44,60,103,3,993,2283,1170,851,7284,104,11691,153,21,11,22,0,210,1100,110,73,20,3,1310,715,38,32,66,3,857,1556,65,35,14,9,1678,145,13,3,7,0,177,666,13,57,3,3,737,420,102,65,376,10,975,13689,1119,1146,1250,118,17326,414,49,36,296,4972,5768,67609,9640,7485,51776,6154,142667
LGA14100,89,635,453,2695,27,3910,0,0,0,10,0,10,1006,48,72,47,11,1190,55,12,9,29,0,101,87,40,20,32,0,170,911,520,348,2574,45,4397,75,4,12,3,0,85,47,18,13,37,0,112,120,47,27,262,3,456,236,48,35,140,8,461,54,13,5,25,3,101,197,14,17,5,3,235,293,193,137,1511,15,2148,445,130,66,392,12,1049,97,6,12,9,0,113,128,47,26,92,5,297,30,0,0,5,0,36,42,26,8,29,0,93,16,0,4,3,0,21,91,47,24,8,0,174,94,21,7,15,7,141,38,4,9,16,21,87,229,159,91,807,3,1290,49,0,7,16,0,70,56,29,16,0,5,103,55,8,6,12,0,74,37,6,3,0,0,43,39,7,9,4,0,59,73,3,6,0,0,81,48,3,6,45,0,111,916,150,132,184,67,1447,35,4,3,38,796,877,4763,1296,908,6050,980,13999
LGA14170,1579,7269,5217,27379,468,41913,17,46,17,441,11,528,13005,407,596,565,132,14711,792,136,83,231,8,1252,855,365,238,480,11,1947,14149,6336,4449,27025,567,52520,2399,54,272,56,33,2810,961,158,108,410,16,1658,1915,698,438,2844,64,5953,5095,614,326,1409,91,7540,490,146,72,147,6,856,3404,147,135,65,25,3771,4982,2334,1536,15464,237,24553,6564,1381,622,2974,122,11667,1009,25,60,35,5,1136,2030,300,214,515,30,3086,526,65,23,55,7,677,585,203,124,335,13,1258,483,82,56,25,4,651,1296,360,323,108,22,2110,1036,191,162,321,12,1721,656,68,86,146,10,968,3792,1700,1215,9336,143,16184,539,64,48,53,10,717,524,116,58,37,4,736,1337,128,77,165,12,1713,452,42,42,25,0,560,725,50,29,34,6,843,3920,59,135,45,38,4198,599,175,107,597,3,1486,19542,2173,1696,2240,239,25895,592,65,66,428,12737,13884,80649,14807,10561,61496,14538,182043
LGA14200,34,326,256,7135,178,7930,0,0,0,137,8,147,44,9,0,80,3,139,3,0,0,3,0,10,54,12,11,49,0,124,400,293,231,5502,166,6591,151,0,6,0,0,166,23,5,5,51,0,85,121,36,25,666,19,860,7,9,0,16,3,29,7,0,0,8,0,13,25,3,0,3,3,34,65,53,28,1546,24,1720,54,23,7,122,3,217,24,0,0,0,0,24,13,0,3,5,0,22,0,0,0,0,0,0,6,3,0,9,0,25,14,4,3,17,0,41,13,13,12,21,0,58,18,4,3,22,0,45,4,0,0,5,0,8,100,75,47,1398,30,1650,0,0,0,0,0,3,17,9,0,4,0,23,14,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,26,18,5,4,34,0,66,272,46,38,79,9,449,44,7,3,172,1155,1377,1261,565,418,12726,1516,16483
LGA14300,9,105,84,2285,37,2522,0,0,0,27,0,23,67,0,0,6,3,79,0,0,0,0,0,3,14,5,0,16,0,38,121,93,86,1747,37,2088,21,0,0,0,0,25,0,0,0,19,3,25,26,13,9,222,3,275,0,0,0,9,0,9,0,0,0,0,0,3,7,0,0,0,0,12,30,20,18,610,15,689,6,0,3,33,0,47,9,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,3,0,0,3,6,0,11,14,5,0,0,0,21,7,11,0,3,0,23,15,0,3,6,0,16,3,0,0,0,0,0,27,17,15,369,13,444,0,0,0,0,0,7,4,3,3,0,0,10,6,0,3,3,0,13,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,7,75,11,10,37,0,139,10,0,3,84,1316,1414,415,180,156,4138,1405,6295
LGA14350,65,727,504,11514,266,13073,0,6,11,696,23,730,95,4,10,40,3,150,11,3,5,3,0,20,132,49,17,58,3,249,1014,637,474,9241,244,11616,110,0,38,6,3,157,31,13,10,74,3,123,159,50,44,743,23,1025,26,14,3,38,0,85,17,9,0,4,0,41,60,10,4,11,0,84,188,127,74,2781,61,3226,61,36,21,240,3,363,5,0,0,0,0,8,10,5,0,20,0,37,6,0,0,3,0,9,58,13,5,70,0,141,23,14,5,18,0,66,58,38,23,25,0,144,48,9,3,11,3,77,18,4,0,17,0,35,264,139,121,1847,39,2413,0,0,0,0,0,3,25,0,4,8,0,36,31,0,3,24,0,60,4,0,0,0,0,9,4,0,0,7,0,7,7,8,3,0,0,16,46,19,9,85,3,154,408,109,77,213,18,825,19,17,4,338,2789,3165,2435,1230,879,20998,3344,28885
LGA14400,103,900,568,7108,124,8809,0,6,0,35,5,46,116,3,7,44,0,171,46,14,10,30,0,98,152,48,32,104,4,340,1708,860,581,6022,137,9305,36,5,10,7,0,56,47,3,9,63,0,124,219,85,46,453,8,811,71,12,7,44,0,139,26,8,0,9,0,47,44,4,6,17,0,67,378,193,167,2570,44,3355,225,80,25,258,0,598,12,3,0,0,0,18,17,0,0,10,0,26,43,7,4,16,0,71,81,18,14,52,3,168,49,9,13,10,3,78,96,44,28,18,0,189,85,23,7,37,0,146,25,0,0,16,0,51,435,200,162,1781,29,2608,18,6,0,14,0,37,53,12,10,3,0,74,54,3,3,28,0,83,7,0,0,0,0,11,3,0,3,0,0,7,10,5,0,0,0,17,70,24,6,86,4,191,543,155,112,207,10,1018,28,15,6,103,1195,1342,3839,1589,1072,13493,1476,21464
LGA14500,1052,4792,3814,19601,230,29484,0,0,0,46,0,46,19134,369,714,513,137,20875,259,49,21,140,3,472,934,196,128,283,10,1544,11935,4110,3038,18924,379,38388,646,30,91,20,0,786,469,76,72,263,9,884,1667,352,280,1487,24,3808,547,166,77,360,6,1152,393,58,55,72,3,583,3187,105,65,36,14,3418,2372,1090,819,7820,74,12181,1301,384,236,980,22,2930,3191,16,102,19,8,3335,260,87,29,163,4,544,49,7,5,17,0,84,142,63,37,117,0,355,80,25,7,8,0,113,768,221,187,64,0,1235,633,76,81,117,3,904,604,54,58,109,3,834,2625,977,768,6474,78,10924,147,13,15,39,3,222,2446,141,124,35,14,2763,418,42,49,49,3,566,720,46,23,14,6,813,132,7,0,7,0,148,498,18,51,8,3,576,436,87,64,285,3,880,10030,1033,1070,1101,74,13314,330,45,31,188,4060,4660,57171,8513,6999,40406,4965,118053
LGA14550,28,259,184,3288,81,3840,0,0,0,90,0,93,21,4,3,10,0,35,3,3,0,0,0,11,57,14,9,25,0,107,431,228,167,2759,94,3687,28,0,3,0,3,28,21,8,0,16,0,44,91,30,12,275,11,416,6,0,0,6,0,18,3,0,0,0,0,11,28,8,4,14,0,47,95,46,41,956,20,1157,28,17,9,103,3,158,4,0,0,0,0,6,0,3,0,10,0,13,0,0,0,0,0,0,11,0,0,0,0,14,17,7,0,10,0,34,27,14,8,9,3,57,26,0,5,10,0,38,6,0,0,0,0,8,126,64,57,729,5,983,0,0,0,0,0,3,8,6,0,3,0,20,14,0,0,3,0,14,8,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,3,9,9,0,30,0,48,170,44,34,110,4,364,11,5,4,94,744,860,1013,455,333,6210,926,8940
LGA14600,9,78,92,2935,81,3199,0,0,0,114,4,116,16,0,0,7,0,24,0,0,0,0,0,0,7,3,0,10,0,22,87,65,73,1925,70,2218,30,0,5,0,0,33,0,0,0,7,0,16,21,7,5,151,3,186,8,0,3,19,3,31,8,0,0,0,0,10,16,0,0,0,0,16,11,18,11,502,9,553,4,3,4,22,0,28,0,0,0,0,0,0,7,0,0,3,0,12,0,0,0,0,0,0,4,0,3,0,0,10,6,0,0,3,0,13,10,3,10,0,0,19,0,0,0,0,0,5,3,0,0,0,0,3,16,18,17,407,8,463,0,0,0,0,0,0,5,0,9,0,0,14,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,10,59,14,10,29,0,112,12,3,0,92,625,736,282,143,135,4856,777,6194
LGA14650,669,6873,4853,73329,1409,87135,0,53,17,860,6,935,1239,89,167,412,24,1925,266,59,25,91,0,443,1061,386,235,838,20,2541,8662,6388,4686,66569,1248,87553,680,29,247,39,16,1009,233,73,56,531,3,900,1598,691,484,5596,97,8473,419,136,56,490,13,1115,222,55,17,99,8,400,903,53,30,69,11,1053,1727,1428,918,18477,268,22817,1136,490,165,2152,38,3986,209,5,20,13,3,244,114,37,16,154,0,322,560,95,53,226,5,938,273,96,55,301,4,733,304,152,86,99,4,647,499,383,229,211,14,1337,794,180,135,571,16,1698,227,56,45,164,3,494,2572,1927,1321,17527,279,23629,145,16,18,30,0,209,352,83,64,38,0,534,279,64,32,182,6,560,128,15,25,23,4,195,38,13,6,7,0,61,162,8,30,4,0,209,471,253,146,1240,23,2132,4817,1270,916,2170,102,9273,227,80,60,1528,7751,9638,24995,12573,8860,140338,10611,197371
LGA14700,311,1496,1252,5965,78,9109,0,3,0,20,0,27,3644,112,218,128,22,4128,168,39,9,50,0,263,266,86,44,100,4,495,3107,1359,952,5731,82,11234,446,14,40,8,4,515,184,50,18,94,3,343,451,127,101,523,9,1216,272,67,36,177,5,553,129,28,13,29,0,197,1194,37,38,22,4,1296,942,417,343,3036,42,4779,599,191,84,487,12,1371,386,5,24,11,3,437,130,39,21,76,0,267,58,0,0,7,0,71,60,24,17,63,0,162,43,7,7,3,3,65,271,97,60,23,3,457,300,52,30,62,3,445,203,18,14,13,0,249,754,320,263,1961,19,3315,75,11,7,16,0,108,237,32,27,4,0,300,241,17,12,12,0,284,191,16,17,4,3,232,65,0,3,0,0,69,178,10,16,8,0,209,124,33,17,107,3,278,4159,320,383,362,26,5246,80,11,4,69,1591,1756,16217,2903,2291,12781,1857,36051
LGA14750,48,226,120,4190,110,4699,0,0,0,52,0,52,48,0,7,16,6,77,4,3,0,6,0,9,24,10,3,32,3,82,248,198,101,3389,78,4010,94,0,0,0,0,92,9,3,0,24,0,33,51,20,8,426,7,509,9,9,0,15,0,28,9,0,0,4,0,10,95,0,0,0,0,96,40,49,31,1103,29,1245,451,141,25,465,7,1088,6,0,0,0,0,3,3,0,0,4,0,11,0,0,0,0,0,0,5,3,3,7,0,20,23,0,0,0,0,26,15,4,8,12,0,40,6,9,0,17,0,32,4,0,0,0,0,3,76,51,42,933,29,1136,0,0,0,0,0,0,9,5,0,6,0,15,4,0,0,11,0,9,13,0,0,0,0,9,0,0,0,4,0,6,5,4,3,0,0,12,4,4,0,28,0,39,235,31,25,70,11,372,28,7,7,137,906,1090,1353,482,250,7945,1133,11168
LGA14850,144,1340,915,15097,313,17814,0,21,11,368,3,407,158,18,22,91,3,299,17,9,7,7,0,40,216,77,46,122,9,474,1894,1272,869,13473,290,17799,136,6,67,12,5,225,121,18,19,123,0,280,387,132,77,1407,30,2035,41,26,9,81,0,165,50,11,3,16,0,77,154,14,15,37,9,228,417,368,191,5467,101,6547,502,216,64,1109,18,1903,34,0,9,5,0,44,13,10,0,56,0,73,4,0,0,0,0,5,36,12,12,51,4,111,76,25,16,33,0,158,137,74,59,30,3,288,88,24,11,57,0,180,44,10,4,28,0,85,500,328,262,3882,66,5038,7,0,0,0,0,11,62,15,10,16,0,103,51,0,5,55,3,117,15,4,0,4,0,23,4,0,3,0,0,3,50,3,8,0,7,67,67,17,20,145,0,260,1015,297,222,547,26,2107,61,24,23,336,3133,3582,5098,2553,1735,29968,3790,43135
LGA14870,68,650,370,7805,223,9112,0,9,0,107,3,115,99,7,3,32,0,144,30,4,0,12,3,44,107,38,12,62,3,218,900,544,359,6414,195,8427,81,0,35,3,0,122,28,10,7,43,0,89,140,55,24,450,14,671,40,12,3,33,3,96,34,6,3,14,0,59,63,10,3,10,0,79,166,130,59,1945,57,2359,113,27,24,188,3,355,5,3,0,0,0,9,17,8,0,13,0,33,11,3,0,0,0,18,37,19,3,31,0,91,25,8,13,13,0,64,39,19,13,11,0,88,59,18,3,25,0,105,9,5,0,5,0,23,264,198,138,1660,67,2331,19,0,0,0,5,23,7,7,3,0,0,18,27,0,3,18,0,53,8,0,0,0,0,12,3,7,0,3,0,10,30,0,5,0,0,36,49,21,7,73,0,147,430,97,62,169,12,774,33,4,7,217,2199,2461,2406,1121,685,14234,2647,21090
