LGA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
LGA15990,11214,288,13,11513,54,10,0,0,60,11,0,11,77,7,0,81,233,14,6,5,254,11,3,14,269,4,0,276,290,21,6,10,321,27,3,27,345,8,0,357,10319,829,134,108,11386,143,30,176,11563,293,13,11870,2392,183,50,47,2671,47,11,55,2732,120,0,2855,10,3,0,4,17,0,0,0,17,0,19,35,12722,1014,182,160,14075,194,41,236,14311,417,34,14758,2183,220,13,8,2420,48,7,57,2485,134,3,2620,3263,285,22,20,3588,39,0,43,3632,48,0,3673,59,11,17,0,81,0,0,0,81,5,0,89,27,3,0,25,54,0,0,0,56,0,3,56,5532,513,50,53,6151,92,9,101,6252,186,8,6438,33,5,0,0,44,7,0,9,47,3,0,54,124,4,3,4,136,7,0,9,139,3,0,144,159,14,3,4,177,10,7,15,191,10,0,196,5683,531,57,58,6328,99,19,116,6443,190,8,6636,1018,82,20,18
LGA16100,133,12,0,146,0,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,4,0,0,0,4,0,0,4,127,8,0,3,140,3,0,3,142,12,0,154,27,8,0,0,37,6,0,5,40,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,153,14,3,4,177,6,0,9,186,18,0,204,35,0,0,0,36,0,0,0,36,0,0,37,37,4,0,0,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,71,3,0,0,73,0,0,0,73,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,72,7,0,0,79,0,0,0,79,4,0,81,18,5,0,3
LGA16150,1481,50,3,1527,19,4,0,0,22,0,0,0,24,3,0,24,37,3,0,0,43,3,0,6,43,0,0,43,57,5,0,0,64,6,0,6,67,3,0,67,1336,142,23,20,1521,18,4,25,1545,51,3,1597,268,47,10,14,336,22,3,23,362,55,0,417,0,0,0,0,3,0,0,0,3,0,0,3,1601,193,34,34,1856,39,11,45,1903,107,7,2013,306,29,6,3,346,12,5,14,357,11,0,370,339,24,10,3,378,5,0,5,380,17,0,399,4,4,0,0,10,0,0,0,10,0,0,10,4,3,0,3,10,0,0,0,10,0,0,10,655,64,15,10,742,12,5,15,757,29,5,786,12,0,0,0,12,0,0,0,13,4,0,13,14,0,0,0,13,0,0,0,16,3,0,20,22,0,0,0,23,3,0,3,26,5,0,32,678,60,15,10,763,16,3,20,785,33,5,824,112,18,0,0
LGA16200,491,21,0,513,3,0,0,0,3,3,0,3,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,5,3,0,0,10,3,0,3,9,0,0,9,435,40,0,9,489,7,0,11,502,21,0,525,120,11,6,3,140,4,0,4,146,34,0,182,3,0,0,0,0,0,0,0,0,0,0,0,556,55,5,13,625,14,0,18,646,55,0,704,101,9,0,3,114,3,0,5,120,0,0,120,132,14,0,0,142,0,0,0,142,7,0,144,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,233,19,0,7,263,3,0,5,266,7,0,268,3,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5,4,0,4,5,0,0,5,239,19,0,7,264,3,0,10,270,7,0,279,40,6,0,0
LGA16260,6833,274,10,7118,183,30,0,0,220,40,0,44,257,20,0,277,286,28,0,3,317,20,5,27,350,10,4,363,469,58,5,6,541,56,8,69,608,27,4,637,6325,730,70,63,7187,206,45,251,7443,298,13,7754,2532,426,38,75,3068,100,21,116,3182,371,5,3567,3,0,0,18,20,0,0,0,20,0,22,46,8859,1159,109,154,10274,311,67,371,10652,677,37,11365,1361,161,4,15,1542,51,4,53,1600,89,0,1681,1414,197,20,10,1649,30,5,37,1679,31,0,1712,40,10,6,0,57,0,0,0,57,3,0,65,17,0,0,17,29,0,0,0,31,8,0,37,2839,367,34,39,3281,77,13,93,3373,124,0,3497,87,15,0,0,103,15,0,15,117,9,0,123,104,17,0,3,117,12,3,15,133,11,4,146,184,28,0,3,222,29,5,32,251,18,4,275,3023,397,31,45,3502,108,13,119,3622,147,0,3772,972,196,14,27
LGA16350,6619,195,7,6816,79,9,3,3,96,15,4,20,108,9,0,121,173,25,4,0,206,13,0,18,220,11,0,230,254,35,8,4,299,29,3,31,330,19,0,346,6148,510,73,97,6824,101,21,120,6941,215,7,7169,2146,244,33,74,2506,60,14,70,2578,297,8,2882,8,0,0,9,26,3,0,3,26,3,30,61,8303,753,111,179,9354,162,36,193,9547,517,46,10102,1576,110,14,15,1715,28,7,33,1746,79,0,1824,1654,135,16,14,1817,19,0,19,1837,58,0,1893,65,6,15,0,81,3,0,3,86,0,0,88,16,0,0,20,38,0,0,0,38,3,3,45,3306,254,47,46,3651,45,3,54,3699,138,8,3847,45,3,0,3,51,11,5,9,62,9,0,70,84,14,0,0,101,8,0,8,107,7,0,112,129,21,0,5,148,12,5,16,168,14,0,180,3434,273,46,49,3802,58,11,70,3872,153,8,4025,968,117,18,30
LGA16380,2180,99,0,2279,16,3,0,0,23,3,0,3,24,4,0,27,52,11,0,0,58,7,0,7,70,0,0,68,68,13,0,0,81,12,0,12,93,6,0,102,1881,277,39,20,2219,46,13,60,2271,109,0,2379,471,85,5,11,581,25,7,39,616,131,0,747,0,0,0,3,5,0,0,0,5,0,6,12,2357,365,41,32,2802,76,23,94,2895,236,10,3139,556,67,13,0,634,9,4,9,643,39,0,686,573,101,13,5,689,15,7,20,707,30,0,741,7,7,4,0,25,0,0,0,25,0,0,25,9,0,0,10,18,0,0,0,18,0,0,22,1144,178,27,15,1365,26,7,28,1397,77,0,1471,11,0,0,0,6,4,0,4,12,0,0,15,24,3,0,0,27,4,0,4,28,0,0,29,27,3,0,0,32,9,0,9,38,4,0,45,1173,183,27,16,1397,32,7,39,1433,83,0,1516,169,53,4,3
LGA16400,1918,79,0,2003,19,3,0,3,31,0,0,0,31,5,0,35,77,7,0,0,83,3,0,3,89,9,0,100,95,15,0,3,118,5,0,5,120,8,0,133,1745,208,38,20,2013,19,7,26,2043,89,0,2129,518,87,15,13,630,46,3,50,683,99,0,778,0,0,0,0,0,0,0,0,0,0,10,9,2268,294,52,28,2644,65,13,78,2724,194,9,2922,383,37,7,7,434,0,0,0,435,25,0,460,604,68,9,0,683,3,0,8,694,33,0,728,13,6,12,0,28,0,0,0,28,3,0,32,8,0,0,9,19,0,0,0,19,3,0,20,1010,113,24,18,1170,3,0,9,1178,69,0,1241,15,0,0,0,13,0,0,0,13,0,0,15,41,3,0,0,43,0,0,0,43,4,0,47,52,3,0,0,57,0,0,0,59,9,0,66,1064,112,24,18,1223,4,0,7,1232,76,0,1310,224,40,4,4
LGA16490,2219,60,0,2275,26,4,0,3,27,0,0,0,31,0,0,31,23,7,0,0,30,0,0,3,27,0,0,27,46,5,0,3,57,0,0,5,59,0,0,59,2029,160,24,34,2242,26,7,37,2275,60,0,2337,331,32,17,16,395,10,0,9,407,50,0,459,3,0,0,5,5,0,0,0,5,0,4,10,2362,188,41,55,2642,38,11,49,2690,110,7,2802,629,48,16,11,700,10,0,7,712,25,0,737,461,56,9,5,536,4,3,8,544,19,0,565,18,6,3,0,26,0,0,0,26,0,0,27,9,0,0,7,19,0,0,0,19,0,0,19,1117,107,27,26,1278,14,3,13,1297,42,3,1340,8,0,0,3,13,0,0,0,12,0,0,12,10,3,0,0,14,0,0,0,15,0,0,15,13,6,0,3,18,0,0,3,23,0,0,23,1136,113,27,27,1301,15,3,17,1320,42,3,1368,156,11,0,7
LGA16550,4188,126,7,4322,33,6,0,0,33,4,0,4,39,0,0,43,100,5,0,0,101,8,0,10,113,0,0,113,129,9,0,0,139,9,0,15,154,0,0,152,3764,378,55,60,4248,80,13,92,4338,128,7,4472,887,74,12,8,984,28,5,34,1018,112,3,1129,3,0,0,3,3,0,0,0,3,0,4,12,4649,453,71,63,5233,99,22,124,5356,238,17,5609,851,90,4,0,946,22,3,26,974,46,0,1026,1007,88,14,11,1118,10,5,13,1129,27,3,1162,36,0,12,0,47,0,0,0,44,0,0,44,9,3,0,14,26,0,0,0,26,0,3,31,1899,184,31,24,2136,39,7,45,2184,76,3,2264,26,0,0,3,29,3,0,3,30,0,0,29,40,0,0,0,40,5,0,5,42,3,0,49,67,3,0,3,71,5,0,5,77,3,0,80,1968,184,31,25,2203,41,7,49,2257,85,3,2340,355,38,11,0
LGA16610,557,38,0,599,11,0,0,0,8,3,0,3,14,3,0,18,13,4,0,4,21,3,0,3,28,6,0,29,24,7,0,4,34,3,0,3,34,10,0,43,439,104,18,15,575,18,3,23,592,43,0,643,150,43,3,3,202,14,0,17,221,58,0,276,0,0,0,0,0,0,0,0,0,3,4,5,588,151,19,16,774,31,4,37,813,102,3,925,140,24,0,0,161,0,0,4,170,5,0,174,135,41,0,0,176,0,0,0,173,15,0,189,3,3,5,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,5,3,0,5,273,64,3,4,351,3,0,5,355,23,0,373,7,3,0,0,9,0,0,0,9,0,0,15,4,0,0,0,7,0,0,0,7,0,0,7,10,3,0,0,17,0,0,0,17,0,0,18,289,71,9,3,364,3,0,5,368,27,0,396,61,25,3,3
LGA16650,2804,125,6,2933,41,10,0,0,49,4,0,4,52,0,0,52,70,19,0,7,94,9,0,9,99,4,0,108,106,27,0,7,141,14,0,14,151,3,0,160,2459,325,32,57,2884,66,17,80,2963,129,6,3093,884,234,21,50,1187,54,10,58,1243,180,9,1429,4,0,0,6,15,0,0,0,15,3,16,30,3349,564,52,113,4081,116,23,136,4220,311,26,4559,553,86,3,3,641,10,4,16,660,28,0,687,609,104,11,6,728,7,5,13,748,43,0,787,9,8,10,0,23,0,0,0,23,3,0,29,7,0,0,7,20,0,0,0,20,3,0,18,1184,196,17,18,1416,20,10,33,1449,74,0,1524,15,8,0,0,15,3,0,3,18,0,0,18,30,8,0,3,48,3,0,3,54,0,0,51,49,17,0,3,65,4,0,4,70,0,0,73,1226,211,23,26,1486,22,10,33,1519,77,0,1599,434,94,3,15
LGA16700,3633,109,6,3741,50,0,0,0,54,7,0,6,55,0,0,55,134,13,0,0,145,11,8,18,158,3,0,168,184,17,0,0,197,11,8,21,219,3,0,225,3326,355,40,48,3759,70,17,87,3850,113,6,3965,981,158,17,20,1174,28,9,39,1216,133,0,1345,3,0,0,11,12,0,0,0,12,0,4,19,4312,513,51,75,4953,96,27,127,5079,241,8,5330,723,85,6,3,815,24,3,30,849,44,0,892,901,103,3,7,1012,25,3,33,1039,33,0,1076,13,5,3,0,20,3,0,3,22,0,0,25,9,0,0,8,18,0,0,0,18,0,0,18,1647,189,9,19,1872,52,12,59,1933,82,0,2013,29,0,0,0,32,5,0,5,35,0,0,35,49,4,0,0,56,5,0,6,63,0,0,65,78,7,0,0,82,12,0,12,91,0,0,98,1723,201,9,19,1951,62,11,76,2028,86,0,2110,410,69,3,6
LGA16900,2163,83,3,2248,28,5,0,0,30,3,0,3,37,0,0,37,73,5,3,0,80,8,0,8,90,4,0,92,95,13,0,0,118,10,0,10,125,4,0,129,1957,214,44,18,2229,43,10,54,2283,89,7,2375,605,81,18,14,712,14,6,23,735,104,0,847,4,0,0,0,3,0,0,0,3,0,4,11,2569,292,59,31,2952,60,14,73,3029,195,5,3232,369,57,3,8,443,8,6,15,460,23,0,481,761,78,13,4,853,8,0,7,865,16,0,884,26,3,4,0,33,0,0,0,33,3,0,42,3,0,0,4,10,0,0,0,10,3,0,9,1163,136,22,19,1338,21,5,23,1368,46,0,1415,8,3,0,0,9,0,0,3,14,0,0,14,29,0,0,0,27,3,0,3,34,3,0,36,38,3,0,0,41,6,0,5,47,3,0,48,1199,144,28,19,1379,26,5,33,1414,48,0,1459,287,43,0,3
LGA16950,2412,139,0,2551,20,6,0,0,26,9,0,9,34,7,0,34,54,14,0,4,65,6,0,11,76,8,0,86,70,18,0,4,94,16,0,13,111,12,0,123,2015,352,42,35,2446,53,13,74,2519,153,0,2670,634,116,17,20,787,38,11,48,835,184,0,1023,5,0,0,3,14,0,0,0,14,0,9,27,2655,474,62,53,3245,93,27,120,3369,337,10,3722,456,62,12,0,532,15,3,15,550,43,0,594,744,119,11,4,879,15,3,17,900,43,0,944,22,5,6,0,26,6,0,6,33,6,0,38,4,0,3,15,26,0,0,0,26,0,0,22,1228,186,31,18,1462,29,9,42,1508,96,0,1605,12,3,0,0,16,3,0,3,21,3,0,19,21,3,0,0,25,0,0,5,25,4,0,31,29,6,0,0,40,9,0,11,50,5,0,55,1257,194,31,22,1502,37,10,50,1550,101,0,1654,253,62,9,10
LGA17000,744,24,0,769,10,4,0,0,10,3,0,3,10,0,0,10,43,3,0,0,43,0,0,0,46,0,3,51,53,3,0,0,57,3,0,3,59,0,3,60,714,49,16,19,795,13,3,15,804,22,0,834,285,27,8,8,320,9,4,9,332,33,0,361,7,0,0,0,4,0,0,0,4,0,0,4,998,72,23,24,1118,17,4,22,1138,52,0,1200,115,14,3,0,131,0,0,0,131,10,0,143,251,20,7,3,276,3,0,3,281,12,0,290,9,0,4,0,12,0,0,0,12,0,0,12,4,0,0,4,8,0,0,0,8,0,0,10,378,36,13,9,435,3,0,3,434,19,0,455,4,3,0,0,8,0,0,0,11,0,0,11,14,0,0,0,17,0,0,0,19,0,0,19,22,3,0,0,27,4,0,4,27,0,0,27,401,40,13,9,458,7,0,7,467,19,0,482,123,22,4,3
LGA17040,709,23,0,733,7,0,0,0,4,0,0,0,4,0,0,9,10,4,0,0,13,0,0,0,13,4,0,18,18,4,0,0,21,0,0,0,21,6,0,23,629,76,11,11,728,0,0,0,726,27,0,758,105,19,3,7,130,6,0,6,136,31,0,166,0,0,0,3,3,0,0,0,3,0,5,6,734,93,11,21,861,9,0,9,868,58,7,932,196,23,10,4,223,0,0,0,223,15,0,241,150,27,4,3,177,0,0,0,177,9,4,189,5,0,3,0,12,0,0,0,12,0,0,12,10,0,0,0,14,0,0,0,14,0,0,14,355,49,12,6,422,0,0,0,422,18,4,441,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,361,49,13,6,425,0,0,0,425,23,4,446,39,20,0,0
LGA17080,413,17,0,436,3,0,0,0,3,0,0,0,3,0,0,4,6,0,0,3,11,0,3,3,15,0,0,15,13,0,0,3,15,0,3,3,21,0,0,19,365,30,9,18,425,3,3,5,434,20,0,455,111,17,7,3,133,4,0,4,141,26,0,161,0,0,0,0,0,0,0,0,0,0,3,3,473,45,15,16,555,8,3,12,571,44,4,618,86,4,0,0,88,0,0,0,88,7,0,99,136,21,0,5,159,3,0,3,161,10,0,172,3,0,3,0,5,0,0,0,5,0,0,5,0,0,0,8,9,0,0,0,9,0,0,9,221,28,4,10,266,3,0,3,268,14,0,280,0,0,0,0,0,0,0,0,3,0,0,3,9,3,0,0,13,0,0,0,13,0,0,13,7,4,0,0,15,0,0,0,12,0,0,12,232,30,4,10,279,0,0,0,278,14,0,291,56,3,3,0
LGA17100,931,31,0,959,30,8,0,0,37,7,0,7,42,0,0,43,34,3,0,0,39,0,0,0,38,0,0,40,67,10,0,0,75,6,0,6,82,4,0,86,857,119,8,14,993,16,0,17,1013,34,0,1050,392,74,6,8,485,17,4,19,506,79,5,583,0,0,0,3,5,0,0,0,5,0,6,5,1252,190,21,26,1482,39,4,39,1523,109,11,1643,239,26,0,0,266,9,7,10,276,6,0,280,220,42,3,0,266,5,4,6,274,11,0,283,3,0,0,0,4,0,0,0,4,3,0,7,3,0,0,6,9,0,0,0,9,0,0,8,458,68,0,3,543,10,9,15,555,22,0,579,7,0,0,0,11,4,0,4,18,0,0,18,10,4,0,0,16,0,0,0,17,0,0,20,21,5,0,0,27,6,0,9,33,0,0,34,478,75,3,3,562,19,9,23,588,25,0,616,180,33,5,5
LGA17150,9352,166,8,9521,41,8,0,0,48,8,0,8,56,4,0,61,169,10,3,0,178,3,0,3,183,0,0,183,204,15,3,3,227,10,0,10,232,4,0,238,8686,624,82,105,9498,79,12,88,9583,170,8,9757,1699,116,17,34,1857,25,4,32,1889,78,3,1972,11,0,0,3,15,0,0,0,15,0,11,18,10392,738,99,143,11369,102,21,117,11486,247,22,11757,1789,148,22,11,1967,28,6,29,1999,58,0,2062,2864,187,18,34,3102,25,3,24,3128,41,0,3174,58,14,10,0,77,0,0,0,77,3,0,78,21,0,0,33,50,0,0,0,47,0,0,50,4727,345,50,76,5199,49,9,60,5261,100,0,5361,22,0,0,0,24,3,0,3,23,3,0,26,86,7,0,4,97,6,0,6,101,5,0,104,100,10,0,6,117,9,0,8,121,4,0,126,4828,355,45,78,5313,56,7,67,5383,106,0,5493,800,53,17,19
LGA17200,1892,81,0,1977,28,3,0,0,28,3,0,3,34,0,0,37,45,3,0,0,55,8,0,8,60,8,0,66,71,12,0,0,83,8,0,8,92,5,0,102,1636,221,29,32,1914,58,10,72,1982,88,0,2076,385,53,13,4,456,17,4,17,480,94,3,571,3,0,0,5,4,0,0,0,4,0,0,7,2024,269,42,42,2374,76,14,90,2467,183,3,2654,359,46,3,3,412,14,3,18,424,34,0,461,274,46,10,6,339,4,0,4,340,17,0,361,4,0,0,0,9,0,0,0,9,0,0,9,3,0,0,4,10,0,0,0,9,0,0,8,642,94,11,12,764,23,5,21,783,53,0,840,8,0,0,0,12,0,0,0,10,3,0,12,20,3,0,0,25,0,0,0,25,0,0,23,25,3,0,0,30,0,0,0,35,3,0,34,670,97,11,17,792,24,5,25,820,59,0,876,116,31,3,3
LGA17310,1981,55,0,2041,15,3,0,0,23,8,0,13,32,3,0,39,30,12,0,0,45,3,0,3,46,0,0,46,50,17,0,0,65,10,0,17,83,3,0,88,1764,187,43,26,2028,34,8,39,2061,66,0,2126,337,50,7,12,406,15,4,20,427,84,3,513,3,0,0,4,5,0,0,0,5,0,0,12,2105,237,51,42,2443,46,12,54,2495,147,4,2649,499,33,7,8,546,3,0,4,553,28,0,580,502,52,6,7,570,10,3,11,585,15,0,597,21,3,11,0,25,0,0,0,25,3,0,27,5,0,0,5,13,0,0,0,13,5,0,15,1025,86,24,23,1153,16,3,20,1175,49,0,1228,8,3,0,0,12,3,0,3,23,4,0,23,11,6,0,0,13,0,0,0,17,5,0,19,21,10,0,0,32,7,0,7,37,7,0,49,1048,97,20,25,1184,22,3,27,1212,58,0,1271,146,24,0,3
LGA17350,220,7,0,228,5,0,0,0,5,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,11,0,0,8,206,12,6,0,219,3,0,3,227,7,0,232,50,8,0,0,58,4,0,3,65,5,0,69,0,0,0,0,0,0,0,0,0,0,3,3,253,18,6,7,286,6,0,9,288,13,3,311,39,5,0,3,46,0,0,0,46,3,0,51,65,4,0,0,73,0,0,0,73,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,3,112,12,0,5,125,0,0,0,125,8,0,133,3,3,0,0,6,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,7,0,0,7,112,11,0,5,135,0,0,0,136,8,0,137,19,3,0,0
LGA17400,142,7,0,149,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,3,0,0,0,3,0,0,3,117,16,3,11,142,6,0,6,144,7,0,156,34,7,0,0,41,0,0,0,46,13,0,63,0,0,0,0,0,0,0,0,0,7,0,3,151,18,3,8,184,3,0,3,192,27,0,216,32,0,0,0,31,0,0,0,31,3,0,32,45,14,0,3,62,0,0,0,63,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,71,16,0,8,103,0,0,0,100,5,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3,0,4,0,0,4,0,0,0,4,0,0,3,71,21,0,8,102,0,0,0,106,6,0,112,15,3,0,0
